recipe_code,source_recipe_code,recipe_name,recipe_display_name,source,status,category,meal_type,preference
ANN-000771,BFP470,CHEESE OPEN SANDWICHES,Cheese open sandwich,bfp_manual,active,starter,"[""snack""]",vegetarian
ANN-000606,BFP206,NUTRINUGGET MATAR,Soya chunks and peas (Nutrinugget matar),bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000675,BFP313,CURD DRESSING,Curd dressing ,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000432,ASC451,Danish Cookies,Danish cookies,asc_manual,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000320,ASC331,Apple Snowballs,Apple snowballs,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000993,OSR133,Sweet corn soup,Sweet corn soup,open_source_recipes,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000371,ASC384,Dry Mango Chutney,Dry mango chutney (Sookhe aam ki chutney),asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000969,OSR107,Quinoa khichdi,Quinoa khichdi/khichri,open_source_recipes,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000696,BFP353,CHOCOLATE SAUCE,Chocolate sauce,bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000461,ASC481,Mashed Banana with Milk,Mashed banana with milk,asc_manual,active,beverage,"[""breakfast"", ""snack""]",non_vegetarian
ANN-000080,ASC082,Cream of tomato soup,Cream of tomato soup,asc_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000893,OSR029,Fish sandwich,Fish sandwich ,open_source_recipes,active,starter,"[""snack""]",non_vegetarian
ANN-000990,OSR130,Lauki soup (Bottle gourd soup),Bottle gourd soup (Ghiya/Lauki soup),open_source_recipes,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000410,ASC428,Sponge Cake,Sponge cake ,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000508,BFP039,SEMOLINA (SUJI) UPMA,Semolina upma (Suji/Rava upma),bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000110,ASC112,Tandoori Parantha,Tandoori parantha/paratha,asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000234,ASC242,Butter Chicken,Butter chicken,asc_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000441,ASC460,Spinach Peanut Namakpara,Spinach peanut namak paras (Palak moongfali namak paras),asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000266,ASC274,Carrot and Spinach Raita,Carrot and spinach raita (Gajar aur palak ka raita),asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000769,BFP467,CHECKER BOARD SANDWICH,Checker board sandwich,bfp_manual,active,starter,"[""snack""]",vegetarian
ANN-000791,BFP502,ALMOND BISCCUIT,Almond biscuit (Badam ke biscuit),bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000330,ASC341,Suji Ladoo with Khoya,Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000364,ASC377,Vegetable Seekh Kebab,Vegetable seekh kebab,asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000943,OSR080,Garlic chutney /poondu chutney,Garlic chutney/Poondu chutney (Lahasun ki chutney),open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000022,ASC023,Cheese and Chilli sandwich ,Cheese and chilli sandwich ,asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000198,ASC204,Cabbage Kofta Curry,Cabbage kofta curry (Pattagobhi kofta curry),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000655,BFP287,ROAST POTATOES,Roast potatoes ,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000915,OSR052,Garlic pickle,Garlic pickle (Lahasun ka achar),open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000865,BFP609,(Orange) MILKSHAKE WITH ICE CREAM,Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),bfp_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000274,ASC282,Rice Kheer,Rice kheer (Chawal ki kheer),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000140,ASC142,Naan,Naan,asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000857,BFP599,JHATPAT ACHAR,Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000280,ASC289,Carrot Kheer,Carrot kheer (Gajar ki kheer),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000232,ASC240,Chicken Curry,Chicken curry,asc_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000664,BFP299,BEETROOT AND EGG SALAD,Beetroot and egg salad (Chukandar aur ande ka salad),bfp_manual,active,salad,"[""lunch"", ""dinner""]",eggetarian
ANN-000517,BFP052,EGG BHUJIA,Indian style egg bhujia (Anda bhujia (Indian style)),bfp_manual,active,snack,"[""snack""]",eggetarian
ANN-000377,ASC395,Custard Tart,Custard tart,asc_manual,active,dessert,"[""anytime""]",non_vegetarian
ANN-000057,ASC059,Scrambled Egg,Scrambled egg (Ande ki bhurji),asc_manual,active,breakfast,"[""breakfast""]",eggetarian
ANN-000351,ASC362,Samosa - Keema Filling,Minced meat samosa (Keema ka samosa),asc_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000006,ASC006,Fruit Punch ( with fresh juices ),Fruit Punch (with fresh juices),asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000399,ASC417,Plain Cream Cake,Plain cream cake,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000743,BFP430,MINCED MEAT CUTLET,Minced meat cutlet,bfp_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000001,ASC001,Hot Tea,Hot tea (Garam Chai),asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000470,ASC494,Orange squash,Orange squash (Santre ka squash),asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000007,ASC007,Fruit Punch ( with squashes ),Fruit Punch (with squashes),asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000552,BFP122,PIZZA,Pizza,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000366,ASC379,Peanut Sago Vadas,Peanut sago vada (Sabudana mungfali vada),asc_manual,active,snack,"[""snack""]",vegetarian
ANN-000426,ASC445,Peanut Biscuit,Peanut biscuit,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000100,ASC102,Sprouted Dal Parantha,Sprouted moong parantha/paratha,asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000876,OSR012,Coconut kheer,Coconut kheer (Nariyal ki kheer),open_source_recipes,active,dessert,"[""anytime""]",vegetarian
ANN-000629,BFP242,DAHI ALOO,Curd with potatoes (Dahi aloo),bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000874,OSR010,Kesariya doodh/ saffron milk,Saffron milk (Kesariya doodh),open_source_recipes,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000928,OSR065,Chicken Manchurian,Chicken manchurian,open_source_recipes,active,starter,"[""snack""]",non_vegetarian
ANN-000043,ASC044,Pea keema toasted sandwich,Pea keema sandwich (toasted) (Matar aur keema ka sandwich),asc_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000279,ASC288,Cabbage Kheer,Cabbage kheer (Pattagobhi ki kheer),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000929,OSR066,Handi chicken,Handi chicken,open_source_recipes,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000530,BFP073,SPINACH SOUP,Spinach soup (Palak ka soup),bfp_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000310,ASC321,Kulfi,Kulfi,asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000665,BFP300,SOUR CREAM POTATO SALAD,Sour cream potato salad,bfp_manual,active,salad,"[""lunch"", ""dinner""]",eggetarian
ANN-000600,BFP198,BOTI KEBAB,Boti kebab,bfp_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000067,ASC069,Vegetable stock,Vegetable stock,asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000792,BFP505,ORANGE BISCUITS,Orange biscuit,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000466,ASC489,Moong Dal Mixture,Moong dal mixture,asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000374,ASC387,Mint and Coriander Chutney,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000695,BFP352,PEAR CHOCOLATE SUNDAY,Pear chocholate sunday,bfp_manual,active,dessert,"[""anytime""]",non_vegetarian
ANN-000708,BFP366,COLD LEMON SOUFFLE,Cold lemon souffle,bfp_manual,active,dessert,"[""anytime""]",non_vegetarian
ANN-000093,ASC095,Cold summer garden soup,Cold summer garden soup,asc_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000939,OSR076,Gobi 65,Gobi 65,open_source_recipes,active,review,"[""review""]",vegetarian
ANN-000181,ASC186,Stuffed Capsicum,Stuffed capsicum (Bharwa shimla mirch),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000091,ASC093,Talaumein soup,Talaumein soup,asc_manual,active,soup,"[""lunch"", ""dinner""]",eggetarian
ANN-001011,OSR154,Classic seasoned black beans,Classic seasoned black beans,open_source_recipes,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000076,ASC078,Brown Sauce,Brown sauce,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000686,BFP334,LAUKI KHEER,Bottle gourd kheer (Ghiya/Lauki kheer),bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000143,ASC146,Masala Dosa,Masala dosa,asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000570,BFP152,UTTAPAM,Uttapam,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000004,ASC004,Iced Tea,Iced tea,asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000486,ASC512,Plum Chutney,Plum chutney (Aloo bukhara ki chutney),asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000547,BFP114,BATHUA POORIS,Bathua poori,bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000585,BFP169,MUSTARD SEED BAGHAR,Mustard seeds baghar (Mustard seed tadka),bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000931,OSR068,Lemon butter fish,Lemon butter fish,open_source_recipes,active,snack,"[""snack""]",non_vegetarian
ANN-000219,ASC225,Paneer Makhana korma,Paneer makhana korma,asc_manual,active,snack,"[""snack""]",vegetarian
ANN-000672,BFP308,FROZEN FROSTY FRUIT SALAD,Frozen frosty fruit salad (Phalon ka salaad),bfp_manual,active,salad,"[""lunch"", ""dinner""]",eggetarian
ANN-000474,ASC498,Lemon and Ginger squash,Lemon and ginger squash (Nimbu aur adrak ka squash),asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000316,ASC327,Queen Of Pudding,Queen of pudding,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000365,ASC378,Masala Vada,Masala vada,asc_manual,active,snack,"[""snack""]",vegetarian
ANN-001000,OSR141,Dalma,Dalma,open_source_recipes,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000407,ASC425,Christmas Cake,Christmas cake,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000475,ASC499,Apple Jam,Apple jam (Seb ka murabba),asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000654,BFP286,DUCHEESE POTATO,Ducheese potato,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",eggetarian
ANN-000375,ASC388,Curd Dip -1,Curd dip,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000873,OSR009,Thari kanji,Semolina milk drink (Thari kanji),open_source_recipes,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000212,ASC218,Kathal sabzi,Jackfruit sabzi (Kathal ki sabzi),asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000962,OSR100,Besan Chilla,Gram flour chilla/cheela (Besan chilla/cheela),open_source_recipes,active,breakfast,"[""breakfast""]",vegetarian
ANN-000725,BFP393,RASMALAI,Rasmalai,bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000032,ASC033,Pin Wheel sandwich ,Pin wheel sandwich,asc_manual,active,starter,"[""snack""]",eggetarian
ANN-000881,OSR017,Mango vanilla custard,Mango vanilla custard,open_source_recipes,active,dessert,"[""anytime""]",vegetarian
ANN-000954,OSR092,Kale Salad,Kale salad,open_source_recipes,active,salad,"[""lunch"", ""dinner""]",vegetarian
ANN-000152,ASC155,Mixed Dal,Mixed dal,asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000286,ASC295,Carrot Halwa,Carrot halwa (Gajar ka halwa),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000281,ASC290,Cauliflower Kheer,Cauliflower kheer (Phoolgobhi ki kheer),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000283,ASC292,Phirni,Phirni,asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000850,BFP580,PAUSHTIK CHEELA,Poshtik chilla/cheela,bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000200,ASC206,Spinach Paneer Kofta Curry,Spinach paneer kofta curry (Palak paneer kofta curry),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000994,OSR134,Paneer soup,Paneer soup,open_source_recipes,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000205,ASC211,Baked potato with skin,Baked potato with skin ,asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000088,ASC090,Chinese cabbage and meat ball soup,Chinese cabbage and meat ball soup,asc_manual,active,soup,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000793,BFP506,GINGERMAN BISCUIT,Gingerman biscuit,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000126,ASC128,Spanish Rice,Spanish rice,asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000823,BFP549,PULSE MIX,Pulse mix,bfp_manual,active,review,"[""review""]",vegetarian
ANN-000593,BFP179,URAD SABUT SPECIAL,Urad sabut special,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-001001,OSR142,Chana Dal,Split bengal gram dal (Channa dal),open_source_recipes,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000591,BFP177,RASAM WITH LEMON,Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),bfp_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000127,ASC129,Chinese fried rice,Chinese fried rice,asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",eggetarian
ANN-000450,ASC469,Sprouted Moong Poha,Sprouted moong poha ,asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000601,BFP199,MUTTON SEEKH KEBAB,Mutton seekh kebab,bfp_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000417,ASC436,Royal Icing,Royal icing,asc_manual,active,snack,"[""snack""]",eggetarian
ANN-000806,BFP522,FRUIT FLAN,Fruit flan,bfp_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000900,OSR036,Pumpkin cookies,Pumpkin cookies ,open_source_recipes,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000447,ASC466,Spinach Burfi,Spinach burfi (Palak burfi),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000356,ASC367,Chirwa Cutlet,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),asc_manual,active,starter,"[""snack""]",eggetarian
ANN-000400,ASC418,Apple cake,Apple cake (Seb ka cake),asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000490,BFP001,Garam Masala,Garam masala,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000301,ASC312,Chocolate Souffle,Chocolate souffle,asc_manual,active,dessert,"[""anytime""]",non_vegetarian
ANN-000970,OSR108,Khakhra Chaat,Khakhra chaat,open_source_recipes,active,snack,"[""snack""]",vegetarian
ANN-000797,BFP510,CHRISTMAS BELL BISCUITS,Christmas bell biscuit,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000536,BFP082,CREAM OF POTATO SOUP,Cream of potato soup,bfp_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000376,ASC394,Short Crust Pastry,Short crust pastry,asc_manual,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000387,ASC405,Chocolate Meringue Pie,Chocolate meringue pie,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000815,BFP539,POTATO AIGRETTES,Potato aigrettes,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",eggetarian
ANN-000611,BFP214,SHAHI CHICKEN MASALA,Shahi chicken masala,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000531,BFP074,MIXED VEGETABLE SOUP,Mixed vegetable soup,bfp_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000197,ASC203,Cauliflower Kofta Curry,Cauliflower kofta curry (Phoolgobhi kofta curry),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000024,ASC025,Cucumber sandwich,Cucumber sandwich (Kheere ka sandwich),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000981,OSR121,Mango cheesecake,Mango cheesecake,open_source_recipes,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000258,ASC266,Mayonnaise,Mayonnaise,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",eggetarian
ANN-000215,ASC221,Shahi Paneer,Shahi paneer,asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000089,ASC091,French Onion soup,French onion soup,asc_manual,active,soup,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000595,BFP187,BESAN GATTE CURRY,Besan gatte curry,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000565,BFP144,PLAIN KHITCHDI,Plain khitchdi (Plain khichri/khichdi),bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000995,OSR135,Curried Cauliflower soup,Curried Cauliflower soup,open_source_recipes,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000609,BFP210,VEGETARIAN NARGISI KOFTA CURRY,Vegetarian nargisi kofta curry,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000963,OSR101,Vegetable Namkeen Jave,Vegetable namkeen jave,open_source_recipes,active,snack,"[""snack""]",vegetarian
ANN-000746,BFP437,MASALA URAD DAL VADA,Masala urad dal vada,bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000323,ASC334,Hot Vanilla Souffle,Hot vanilla souffle,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000948,OSR086,Chicken salad,Chicken salad,open_source_recipes,active,salad,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000336,ASC347,Gujia/Lavang latika,Ghujia/Lavang latika,asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000087,ASC089,Egg drop soup,Egg drop soup,asc_manual,active,soup,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000774,BFP473,CHICKEN AND CORN OPEN SANDWICHES,Chicken and corn open sandwich,bfp_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000922,OSR059,Coconut pickle,Coconut pickle (Nariyal ka aachar),open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000195,ASC201,Kamal kakri kofta curry,Lotus stem kofta curry (Kamal kakdi kofta curry),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000650,BFP279,BROCCOLI DELIGHT,Broccoli delight,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000123,ASC125,Sweet Rice,Sweet rice (Meethe chawal),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000386,ASC404,Lemon Meringue Pie,Lemon meringue pie,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000111,ASC113,BOILED RICE,Boiled rice (Uble chawal),asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000787,BFP496,ORANGE EGGLESS CAKE,Orange eggless cake,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000571,BFP153,APPAM,Appam,bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000785,BFP492,VICTORIAN SANDWICH CAKE,Victorian sandwich cake,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000587,BFP171,URAD SPECIAL DEHUSKED,Urad special dehusked,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-001009,OSR152,Bread roll,Bread roll,open_source_recipes,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000485,ASC511,Sweet Lemon Pickle,Sweet lemon pickle (Neembu ka meetha achaar),asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000467,ASC490,Dalia Khichri,Cracked wheat khichri/khichdi (Dalia khichri/khichdi),asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000739,BFP424,PANEER CUTLET,Paneer cutlet,bfp_manual,active,starter,"[""snack""]",vegetarian
ANN-000045,ASC046,Sesame taost,Sesame toast,asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000839,BFP568,POSHTIK NAMAK PARAS,Poshtik namak paras,bfp_manual,active,starter,"[""snack""]",vegetarian
ANN-000548,BFP115,BESAN POORIS,Gram flour poori (Besan poori),bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000945,OSR082,Bengal 5 Spice Blend (Panch Phoran),Bengal 5 Spice Blend (Panch Phoran),open_source_recipes,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000596,BFP190,DRY MASALA CHOPS,Dry masala chops,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000056,ASC058,Poached Egg,Poached egg,asc_manual,active,breakfast,"[""breakfast""]",eggetarian
ANN-000334,ASC345,Chenna Murki,Chenna murki,asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000226,ASC232,Mutton Yakhni,Mutton yakhni,asc_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000764,BFP459,MINT AND PEANUT SANDWICHES,Mint and peanut sandwich,bfp_manual,active,starter,"[""snack""]",vegetarian
ANN-000754,BFP447,SONTH CHUTNEY,Saunth/Sonth chutney with ginger,bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000651,BFP280,DHANSAK,Dhansak (vegetarian),bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000159,ASC162,White Channa curry,Chickpeas curry (Safed channa curry),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000688,BFP338,APPLE KHEER,Apple kheer (Seb ki kheer),bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000988,OSR128,Ham and Bean soup,Ham and Bean soup,open_source_recipes,active,soup,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000711,BFP369,COLD VANILLA SOUFFLE,Cold vanilla souffle,bfp_manual,active,dessert,"[""anytime""]",non_vegetarian
ANN-000086,ASC088,Minestrone soup,Minestrone soup,asc_manual,active,soup,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000846,BFP576,POSHTIK KHICHRI,Poshtik khichdi/khichri,bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000429,ASC448,Masala Biscuit,Masala biscuit,asc_manual,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000870,OSR006,Cucumber sharbat,Cucumber sharbat (Kheere ka sharbat),open_source_recipes,active,dessert,"[""anytime""]",vegetarian
ANN-000331,ASC342,Suji Ladoo with Coconut,Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000637,BFP262,CABBAGE ROLLS (Curried),Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),bfp_manual,active,snack,"[""snack""]",non_vegetarian
ANN-000985,OSR125,Honey cake,Honey cake,open_source_recipes,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000828,BFP555,DAL SUJI PORRIDGE,Lentils and semolina porridge (Dal suji porridge/daliya),bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000909,OSR046,Peach blueberry preserves,Peach blueberry preserves,open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000959,OSR097,Pav bhaji masala,Pav bhaji masala,open_source_recipes,active,snack,"[""snack""]",vegetarian
ANN-000101,ASC103,Pea Parantha,Pea parantha/paratha (Matar ka parantha/paratha),asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000678,BFP320,MINT AND PEANUT RAITA,Mint and peanut raita (Pudinay aur moongfali ka raita),bfp_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000014,ASC015,Cold coffee with Ice cream,Cold coffee with ice cream,asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000085,ASC087,Chicken sweet corn soup,Chicken sweet corn soup,asc_manual,active,soup,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000509,BFP040,VERMICELLI UPMA,Vermicelli upma (Semiya/Seviyan upma),bfp_manual,active,snack,"[""snack""]",vegetarian
ANN-000307,ASC318,Charlotte Rousse,Charlotte rousse,asc_manual,active,dessert,"[""anytime""]",non_vegetarian
ANN-000009,ASC009,Lem-o-gin,Lem-o-gin,asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000979,OSR119,Banana chips,Banana chips (Kele ke chips),open_source_recipes,active,snack,"[""snack""]",non_vegetarian
ANN-000119,ASC121,Cholia Pulao,Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000832,BFP559,MAIZE PORRIDGE,Maize porridge,bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000166,ASC170,Sprouted pulse chat,Sprouted moong dal chat,asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000367,ASC380,Vegetarian Scotch Egg,Vegeterian scotch egg,asc_manual,active,snack,"[""snack""]",eggetarian
ANN-000165,ASC169,Khatta Channa,Khatta channa,asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-001007,OSR148,Papdi,Papdi,open_source_recipes,active,snack,"[""snack""]",vegetarian
